Tag	tagOccurNum	tagTitleOccurNum	tagBodyOccurNum	titleRatio	bodyRatio	totalRatio
tinn-r	4	3	4	4	0.75	1.0	1.0
integration-patterns	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
msstyles	4	2	2	2	0.5	0.5	0.5
surf	41	31	37	39	0.7560975609756098	0.9024390243902439	0.9512195121951219
delphi-xe2	10	1	4	4	0.1	0.4	0.4
static-arrays	4	2	2	3	0.5	0.5	0.75
django-modelformset	1	0	1	1	0.0	1.0	1.0
inapi	1	0	0	0	0.0	0.0	0.0
custom-data-attribute	21	4	11	14	0.19047619047619047	0.5238095238095238	0.6666666666666666
uistatusbar	19	7	9	11	0.3684210526315789	0.47368421052631576	0.5789473684210527
asp.net-mvc-2	7219	1546	1879	2765	0.2141570854689015	0.260285358082837	0.3830170383709655
oracle-text	5	5	5	5	1.0	1.0	1.0
django-paypal	18	13	16	17	0.7222222222222222	0.8888888888888888	0.9444444444444444
django-filters	4	1	1	1	0.25	0.25	0.25
silverlight-2-rc0	13	2	2	3	0.15384615384615385	0.15384615384615385	0.23076923076923078
union-all	32	12	30	31	0.375	0.9375	0.96875
reverting	2	0	0	0	0.0	0.0	0.0
duplicate-removal	109	3	3	6	0.027522935779816515	0.027522935779816515	0.05504587155963303
symmetry	6	4	4	4	0.6666666666666666	0.6666666666666666	0.6666666666666666
portable-database	10	3	6	7	0.3	0.6	0.7
suse	44	19	36	38	0.4318181818181818	0.8181818181818182	0.8636363636363636
nonclustered-index	1	1	1	1	1.0	1.0	1.0
hibernate-entitymanager	19	5	16	17	0.2631578947368421	0.8421052631578947	0.8947368421052632
dreamweaver	502	300	396	441	0.5976095617529881	0.7888446215139442	0.8784860557768924
url-encoding	164	32	48	65	0.1951219512195122	0.2926829268292683	0.39634146341463417
text-styling	8	0	0	0	0.0	0.0	0.0
memoryanalyzer	5	0	1	1	0.0	0.2	0.2
bragging	2	0	0	0	0.0	0.0	0.0
jquery-1.6	16	11	12	14	0.6875	0.75	0.875
jquery-1.5	65	43	53	60	0.6615384615384615	0.8153846153846154	0.9230769230769231
loadui	4	4	4	4	1.0	1.0	1.0
ultraseek	2	2	2	2	1.0	1.0	1.0
jquery-1.4	42	22	33	37	0.5238095238095238	0.7857142857142857	0.8809523809523809
glass	39	30	34	38	0.7692307692307693	0.8717948717948718	0.9743589743589743
showwindow	11	5	11	11	0.45454545454545453	1.0	1.0
jquery-1.3	31	6	11	11	0.1935483870967742	0.3548387096774194	0.3548387096774194
developerexpress	9	0	1	1	0.0	0.1111111111111111	0.1111111111111111
certificates	181	54	103	113	0.2983425414364641	0.569060773480663	0.6243093922651933
cgimagemaskcreate	5	1	3	3	0.2	0.6	0.6
zeos	13	5	12	13	0.38461538461538464	0.9230769230769231	1.0
clean-language	2	1	2	2	0.5	1.0	1.0
oldfiles	2	1	1	1	0.5	0.5	0.5
cqrs	132	76	80	94	0.5757575757575758	0.6060606060606061	0.7121212121212122
autocad	102	62	82	88	0.6078431372549019	0.803921568627451	0.8627450980392157
selectable	43	33	33	39	0.7674418604651163	0.7674418604651163	0.9069767441860465
target	333	210	291	306	0.6306306306306306	0.8738738738738738	0.918918918918919
jnbridge	1	1	1	1	1.0	1.0	1.0
xcode4.2	34	1	0	1	0.029411764705882353	0.0	0.029411764705882353
xcode4.1	13	1	1	1	0.07692307692307693	0.07692307692307693	0.07692307692307693
moosex-types	4	3	4	4	0.75	1.0	1.0
deep-linking	77	43	43	59	0.5584415584415584	0.5584415584415584	0.7662337662337663
microkernel	7	3	1	3	0.42857142857142855	0.14285714285714285	0.42857142857142855
teched	2	0	0	0	0.0	0.0	0.0
tilde	27	20	20	23	0.7407407407407407	0.7407407407407407	0.8518518518518519
customaction	29	10	19	21	0.3448275862068966	0.6551724137931034	0.7241379310344828
odbc-bridge	4	2	2	2	0.5	0.5	0.5
spfield	16	7	11	11	0.4375	0.6875	0.6875
pimpl-idiom	57	19	30	33	0.3333333333333333	0.5263157894736842	0.5789473684210527
bufferedstream	5	2	3	3	0.4	0.6	0.6
event-store	8	6	7	8	0.75	0.875	1.0
pyephem	4	4	4	4	1.0	1.0	1.0
assemblyinfo	62	22	46	49	0.3548387096774194	0.7419354838709677	0.7903225806451613
collision	192	126	138	160	0.65625	0.71875	0.8333333333333334
background-position	68	43	64	65	0.6323529411764706	0.9411764705882353	0.9558823529411765
image-viewer	11	9	6	10	0.8181818181818182	0.5454545454545454	0.9090909090909091
datebox	6	4	4	5	0.6666666666666666	0.6666666666666666	0.8333333333333334
aspmenu-control	11	0	0	0	0.0	0.0	0.0
ismouseover	9	7	8	8	0.7777777777777778	0.8888888888888888	0.8888888888888888
tortoise	44	25	29	36	0.5681818181818182	0.6590909090909091	0.8181818181818182
ensime	11	11	11	11	1.0	1.0	1.0
beaker	22	20	21	22	0.9090909090909091	0.9545454545454546	1.0
xmodem	12	6	7	7	0.5	0.5833333333333334	0.5833333333333334
magnet-uri	8	0	4	4	0.0	0.5	0.5
discovery	80	29	34	40	0.3625	0.425	0.5
continuous-forms	3	0	1	1	0.0	0.3333333333333333	0.3333333333333333
vim7.2	3	0	1	1	0.0	0.3333333333333333	0.3333333333333333
path-control	1	0	0	0	0.0	0.0	0.0
boost-variant	33	29	33	33	0.8787878787878788	1.0	1.0
mochiweb	36	19	27	28	0.5277777777777778	0.75	0.7777777777777778
domain-model	79	47	59	64	0.5949367088607594	0.7468354430379747	0.810126582278481
graph-api	69	39	46	56	0.5652173913043478	0.6666666666666666	0.8115942028985508
selectors-api	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
rfc4122	1	0	1	1	0.0	1.0	1.0
pkg-resources	7	5	7	7	0.7142857142857143	1.0	1.0
asp.net-4.0	459	94	164	193	0.2047930283224401	0.3572984749455338	0.420479302832244
redefinition	34	17	18	21	0.5	0.5294117647058824	0.6176470588235294
get-accesslist	1	0	0	0	0.0	0.0	0.0
find-and-replace	208	74	101	122	0.3557692307692308	0.4855769230769231	0.5865384615384616
orca	32	8	29	29	0.25	0.90625	0.90625
fetchxml	9	7	8	8	0.7777777777777778	0.8888888888888888	0.8888888888888888
datatransferobject	6	0	1	1	0.0	0.16666666666666666	0.16666666666666666
screenreader	11	0	1	1	0.0	0.09090909090909091	0.09090909090909091
nothing	26	15	20	22	0.5769230769230769	0.7692307692307693	0.8461538461538461
search-server-2010	3	1	3	3	0.3333333333333333	1.0	1.0
msnpsharp	4	0	1	1	0.0	0.25	0.25
edition	20	11	12	13	0.55	0.6	0.65
datetime-functions	2	0	0	0	0.0	0.0	0.0
failover	113	57	67	79	0.504424778761062	0.5929203539823009	0.6991150442477876
byref	50	19	26	28	0.38	0.52	0.56
remote-actors	15	3	12	12	0.2	0.8	0.8
rowversion	13	9	11	11	0.6923076923076923	0.8461538461538461	0.8461538461538461
brainbench	7	2	6	7	0.2857142857142857	0.8571428571428571	1.0
cfstoredproc	5	3	3	3	0.6	0.6	0.6
data-validation	48	16	27	28	0.3333333333333333	0.5625	0.5833333333333334
concurrent-programming	53	5	11	14	0.09433962264150944	0.20754716981132076	0.2641509433962264
polymorphism	1012	329	283	453	0.325098814229249	0.27964426877470355	0.44762845849802374
porter-duff	5	1	4	4	0.2	0.8	0.8
hgweb	27	16	26	27	0.5925925925925926	0.9629629629629629	1.0
wm-command	3	1	3	3	0.3333333333333333	1.0	1.0
tiling	33	12	21	22	0.36363636363636365	0.6363636363636364	0.6666666666666666
readfile	129	45	74	76	0.3488372093023256	0.5736434108527132	0.5891472868217055
mutual-recursion	20	5	3	6	0.25	0.15	0.3
ruport	14	9	13	14	0.6428571428571429	0.9285714285714286	1.0
editing	291	102	121	159	0.35051546391752575	0.41580756013745707	0.5463917525773195
gcc-contra-vs	1	0	0	0	0.0	0.0	0.0
cout	136	91	128	132	0.6691176470588235	0.9411764705882353	0.9705882352941176
eager	18	12	17	17	0.6666666666666666	0.9444444444444444	0.9444444444444444
script	1609	962	1340	1416	0.5978868862647607	0.8328154133001865	0.8800497203231821
css-sprites	244	70	107	127	0.28688524590163933	0.4385245901639344	0.5204918032786885
django-users	40	4	16	17	0.1	0.4	0.425
windows-3.1	3	2	3	3	0.6666666666666666	1.0	1.0
winmain	27	19	24	25	0.7037037037037037	0.8888888888888888	0.9259259259259259
django-comments	62	36	50	55	0.5806451612903226	0.8064516129032258	0.8870967741935484
locales	2	1	1	1	0.5	0.5	0.5
egoimageview	1	1	1	1	1.0	1.0	1.0
login-name	2	0	2	2	0.0	1.0	1.0
yahoo-analytics	3	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
server-hardware	9	3	4	4	0.3333333333333333	0.4444444444444444	0.4444444444444444
mouseup	4	2	3	3	0.5	0.75	0.75
spamming	9	3	3	4	0.3333333333333333	0.3333333333333333	0.4444444444444444
imagelist	60	42	50	54	0.7	0.8333333333333334	0.9
transparent-persistence	1	0	1	1	0.0	1.0	1.0
popup-balloons	19	0	0	0	0.0	0.0	0.0
django-custom-tag	3	3	3	3	1.0	1.0	1.0
whiteboard-coding	2	1	2	2	0.5	1.0	1.0
organization	235	43	65	84	0.1829787234042553	0.2765957446808511	0.3574468085106383
tiles	305	155	256	261	0.5081967213114754	0.839344262295082	0.8557377049180328
mutagen	8	5	8	8	0.625	1.0	1.0
xmlsocket	23	17	21	22	0.7391304347826086	0.9130434782608695	0.9565217391304348
argumentnullexception	18	9	12	14	0.5	0.6666666666666666	0.7777777777777778
word-sense-disambiguation	2	1	1	1	0.5	0.5	0.5
discrete-space	3	1	0	1	0.3333333333333333	0.0	0.3333333333333333
resharper	992	714	894	959	0.719758064516129	0.9012096774193549	0.9667338709677419
nsdocument	103	48	63	76	0.46601941747572817	0.6116504854368932	0.7378640776699029
word-tearing	1	0	0	0	0.0	0.0	0.0
audio	4799	2234	3206	3429	0.46551364867680767	0.6680558449677017	0.7145238591373203
communication	659	230	254	344	0.3490136570561457	0.38543247344461307	0.5220030349013657
slickupload	2	0	2	2	0.0	1.0	1.0
deepload	3	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
touches	67	38	53	56	0.5671641791044776	0.7910447761194029	0.835820895522388
audit	196	137	161	178	0.6989795918367347	0.8214285714285714	0.9081632653061225
creole	9	2	6	6	0.2222222222222222	0.6666666666666666	0.6666666666666666
mobile-webkit	64	10	18	23	0.15625	0.28125	0.359375
demoscene	10	1	4	4	0.1	0.4	0.4
constructorargument	2	2	2	2	1.0	1.0	1.0
taconite	3	1	3	3	0.3333333333333333	1.0	1.0
mvel	10	8	10	10	0.8	1.0	1.0
splitcontainer	35	28	33	34	0.8	0.9428571428571428	0.9714285714285714
disabled	120	67	106	108	0.5583333333333333	0.8833333333333333	0.9
pell-number	1	0	1	1	0.0	1.0	1.0
dirent.h	14	3	10	10	0.21428571428571427	0.7142857142857143	0.7142857142857143
attr-protected	1	1	1	1	1.0	1.0	1.0
doxygen-copydoc	1	1	0	1	1.0	0.0	1.0
pingdom	6	1	4	4	0.16666666666666666	0.6666666666666666	0.6666666666666666
mds-studio	2	1	1	1	0.5	0.5	0.5
noscript	61	32	44	48	0.5245901639344263	0.7213114754098361	0.7868852459016393
computational-geometry	280	3	13	14	0.010714285714285714	0.04642857142857143	0.05
visualization	589	151	191	243	0.2563667232597623	0.3242784380305603	0.41256366723259763
suid	12	8	12	12	0.6666666666666666	1.0	1.0
service-installer	5	3	4	4	0.6	0.8	0.8
combine	260	127	164	201	0.48846153846153845	0.6307692307692307	0.7730769230769231
admin-interface	5	2	3	3	0.4	0.6	0.6
sismo	1	1	1	1	1.0	1.0	1.0
mantis	52	40	48	52	0.7692307692307693	0.9230769230769231	1.0
facebook-insights	6	2	3	3	0.3333333333333333	0.5	0.5
shader	336	190	299	307	0.5654761904761905	0.8898809523809523	0.9136904761904762
rconnection	1	1	1	1	1.0	1.0	1.0
liferay-6	56	7	28	30	0.125	0.5	0.5357142857142857
vb10	5	1	1	1	0.2	0.2	0.2
server-farm	11	2	8	8	0.18181818181818182	0.7272727272727273	0.7272727272727273
jboss-7.x	40	0	0	0	0.0	0.0	0.0
onprogresschanged	1	0	1	1	0.0	1.0	1.0
steps	16	5	14	14	0.3125	0.875	0.875
stripes	111	75	100	107	0.6756756756756757	0.9009009009009009	0.963963963963964
facebook-ios	1	0	1	1	0.0	1.0	1.0
system-configuration	3	1	3	3	0.3333333333333333	1.0	1.0
formborderstyle	10	1	7	7	0.1	0.7	0.7
communication-diagram	4	3	4	4	0.75	1.0	1.0
integration-services	97	8	19	24	0.08247422680412371	0.1958762886597938	0.24742268041237114
library-design	18	2	1	3	0.1111111111111111	0.05555555555555555	0.16666666666666666
searchlogic	78	58	56	73	0.7435897435897436	0.717948717948718	0.9358974358974359
icedtea	6	4	5	5	0.6666666666666666	0.8333333333333334	0.8333333333333334
linq-to-mysql	3	1	3	3	0.3333333333333333	1.0	1.0
settimestamp	1	1	1	1	1.0	1.0	1.0
splash-screen	246	166	210	217	0.6747967479674797	0.8536585365853658	0.8821138211382114
design-guidelines	19	0	0	0	0.0	0.0	0.0
classwizard	6	1	2	2	0.16666666666666666	0.3333333333333333	0.3333333333333333
openflashchart	11	1	2	2	0.09090909090909091	0.18181818181818182	0.18181818181818182
point-sprites	4	3	4	4	0.75	1.0	1.0
dynamic-variables	20	2	7	7	0.1	0.35	0.35
nsbox	9	7	9	9	0.7777777777777778	1.0	1.0
smartxls	5	5	4	5	1.0	0.8	1.0
autoscroll	69	30	39	46	0.43478260869565216	0.5652173913043478	0.6666666666666666
markerclusterer	29	17	23	26	0.5862068965517241	0.7931034482758621	0.896551724137931
function-overloading	78	23	23	33	0.2948717948717949	0.2948717948717949	0.4230769230769231
jar2exe	1	0	1	1	0.0	1.0	1.0
strsep	2	2	2	2	1.0	1.0	1.0
snapping	8	3	3	4	0.375	0.375	0.5
ergonomics	69	4	6	8	0.057971014492753624	0.08695652173913043	0.11594202898550725
net.tcp	62	38	57	58	0.6129032258064516	0.9193548387096774	0.9354838709677419
remote-registry	8	4	7	7	0.5	0.875	0.875
core-text	118	72	82	94	0.6101694915254238	0.6949152542372882	0.7966101694915254
tabpage	70	43	57	61	0.6142857142857143	0.8142857142857143	0.8714285714285714
multibyte-functions	12	0	3	3	0.0	0.25	0.25
aspnetdb	49	31	38	41	0.6326530612244898	0.7755102040816326	0.8367346938775511
jabber	239	116	175	187	0.48535564853556484	0.7322175732217573	0.7824267782426778
exorcism	3	0	0	0	0.0	0.0	0.0
opera-mini	18	12	17	18	0.6666666666666666	0.9444444444444444	1.0
nested-attributes	191	101	154	163	0.5287958115183246	0.806282722513089	0.8534031413612565
customcolumn	4	0	0	0	0.0	0.0	0.0
sudo	183	126	164	170	0.6885245901639344	0.8961748633879781	0.9289617486338798
middle	15	12	13	14	0.8	0.8666666666666667	0.9333333333333333
suds	128	108	125	126	0.84375	0.9765625	0.984375
results	170	105	126	146	0.6176470588235294	0.7411764705882353	0.8588235294117647
branch-predication	1	1	1	1	1.0	1.0	1.0
facebook	12071	9786	10777	11603	0.8107033385800679	0.8928009278435921	0.9612293927595063
stdole	3	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
rethrow	11	6	3	6	0.5454545454545454	0.2727272727272727	0.5454545454545454
facebook-fanpage	52	8	14	14	0.15384615384615385	0.2692307692307692	0.2692307692307692
cryptopp	5	1	4	4	0.2	0.8	0.8
lamba	1	0	0	0	0.0	0.0	0.0
mygeneration	25	20	23	24	0.8	0.92	0.96
speadsheet	2	0	1	1	0.0	0.5	0.5
.a	12	8	10	11	0.6666666666666666	0.8333333333333334	0.9166666666666666
subsonic-select	2	1	1	2	0.5	0.5	1.0
coexistence	7	1	2	3	0.14285714285714285	0.2857142857142857	0.42857142857142855
rental	4	3	3	3	0.75	0.75	0.75
josso	11	7	10	10	0.6363636363636364	0.9090909090909091	0.9090909090909091
relative	168	115	129	151	0.6845238095238095	0.7678571428571429	0.8988095238095238
wurfl	36	24	34	34	0.6666666666666666	0.9444444444444444	0.9444444444444444
windows-xp-embedded	29	8	14	16	0.27586206896551724	0.4827586206896552	0.5517241379310345
getchar	42	29	42	42	0.6904761904761905	1.0	1.0
autocreate	3	0	0	0	0.0	0.0	0.0
content-length	51	36	45	48	0.7058823529411765	0.8823529411764706	0.9411764705882353
pivotaltracker	17	3	7	7	0.17647058823529413	0.4117647058823529	0.4117647058823529
color-codes	5	2	1	2	0.4	0.2	0.4
ereg	21	15	17	18	0.7142857142857143	0.8095238095238095	0.8571428571428571
controller	1675	1044	1550	1598	0.6232835820895523	0.9253731343283582	0.9540298507462687
netbeans-plugins	77	5	15	15	0.06493506493506493	0.19480519480519481	0.19480519480519481
html-title	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
hibernate-generic-dao	2	0	2	2	0.0	1.0	1.0
filesystem-access	4	1	0	1	0.25	0.0	0.25
turbo-c	34	15	27	29	0.4411764705882353	0.7941176470588235	0.8529411764705882
tcp-ip	11	6	6	8	0.5454545454545454	0.5454545454545454	0.7272727272727273
labeled-statements	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
node-value	2	2	2	2	1.0	1.0	1.0
jide-jdaf	1	1	1	1	1.0	1.0	1.0
testimonials	3	0	2	2	0.0	0.6666666666666666	0.6666666666666666
memory-editing	6	2	0	2	0.3333333333333333	0.0	0.3333333333333333
code-analysis	442	147	216	247	0.332579185520362	0.48868778280542985	0.5588235294117647
ibmhttpserver	4	0	0	0	0.0	0.0	0.0
git-update-server-info	2	1	1	1	0.5	0.5	0.5
ip-contracts	2	0	0	0	0.0	0.0	0.0
generator	538	319	349	414	0.5929368029739777	0.6486988847583643	0.7695167286245354
gemstone	3	3	2	3	1.0	0.6666666666666666	1.0
private-class	3	2	3	3	0.6666666666666666	1.0	1.0
3rd-party-controls	24	4	8	9	0.16666666666666666	0.3333333333333333	0.375
online-judge	17	9	15	16	0.5294117647058824	0.8823529411764706	0.9411764705882353
full-text-search-weight	1	1	0	1	1.0	0.0	1.0
cpan	279	130	226	234	0.4659498207885305	0.8100358422939068	0.8387096774193549
scaffolding	202	84	111	131	0.4158415841584158	0.5495049504950495	0.6485148514851485
datagridview	2583	2001	2254	2369	0.7746806039488966	0.8726287262872628	0.9171506000774293
windows-live	28	20	22	22	0.7142857142857143	0.7857142857142857	0.7857142857142857
runner	9	3	8	8	0.3333333333333333	0.8888888888888888	0.8888888888888888
staleobjectstate	8	4	5	6	0.5	0.625	0.75
developer-express	2	2	0	2	1.0	0.0	1.0
black-box	28	15	15	21	0.5357142857142857	0.5357142857142857	0.75
klee	3	2	3	3	0.6666666666666666	1.0	1.0
uibezierpath	20	11	16	17	0.55	0.8	0.85
non-member-functions	7	1	2	2	0.14285714285714285	0.2857142857142857	0.2857142857142857
linqbridge	5	4	5	5	0.8	1.0	1.0
modus-operandi	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
string-literals	80	19	24	30	0.2375	0.3	0.375
linewrap	10	0	0	0	0.0	0.0	0.0
reachability	118	81	110	111	0.6864406779661016	0.9322033898305084	0.940677966101695
windows-update	32	18	24	27	0.5625	0.75	0.84375
roundcube	8	3	7	7	0.375	0.875	0.875
2d	835	460	527	644	0.5508982035928144	0.6311377245508982	0.7712574850299401
s#arp	4	2	2	3	0.5	0.5	0.75
dancer	15	9	14	14	0.6	0.9333333333333333	0.9333333333333333
mantra	2	0	1	1	0.0	0.5	0.5
netrw	7	7	6	7	1.0	0.8571428571428571	1.0
twisted.internet	11	1	4	4	0.09090909090909091	0.36363636363636365	0.36363636363636365
project-management	1451	172	309	369	0.11853893866299105	0.2129565816678153	0.25430737422467264
organizer	31	13	23	25	0.41935483870967744	0.7419354838709677	0.8064516129032258
organized	3	2	1	2	0.6666666666666666	0.3333333333333333	0.6666666666666666
plovr	5	2	2	2	0.4	0.4	0.4
min-height	43	24	35	38	0.5581395348837209	0.813953488372093	0.8837209302325582
pre-commit-hook	58	27	49	50	0.46551724137931033	0.8448275862068966	0.8620689655172413
netsh	37	17	34	34	0.4594594594594595	0.918918918918919	0.918918918918919
management-studio-express	3	0	2	2	0.0	0.6666666666666666	0.6666666666666666
crime	2	1	2	2	0.5	1.0	1.0
modal-view-controller	2	2	2	2	1.0	1.0	1.0
cloudfront	88	55	79	79	0.625	0.8977272727272727	0.8977272727272727
firefox-sidebar	5	4	4	5	0.8	0.8	1.0
spying	3	0	0	0	0.0	0.0	0.0
topic-maps	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
session-timeout	272	108	155	181	0.39705882352941174	0.5698529411764706	0.6654411764705882
figure	83	60	75	78	0.7228915662650602	0.9036144578313253	0.9397590361445783
session-less	2	2	2	2	1.0	1.0	1.0
zend-queue	3	2	3	3	0.6666666666666666	1.0	1.0
url-interception	4	0	0	0	0.0	0.0	0.0
wikitext	10	7	7	8	0.7	0.7	0.8
commons-daemon	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
silverstripe	50	35	28	47	0.7	0.56	0.94
launchpad	15	9	14	14	0.6	0.9333333333333333	0.9333333333333333
msbuild-buildengine	11	2	2	3	0.18181818181818182	0.18181818181818182	0.2727272727272727
.x	4	3	4	4	0.75	1.0	1.0
line-processing	1	0	0	0	0.0	0.0	0.0
glazedlists	15	6	13	13	0.4	0.8666666666666667	0.8666666666666667
feature-driven	4	2	4	4	0.5	1.0	1.0
getcaretpos	3	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
netui	6	2	6	6	0.3333333333333333	1.0	1.0
sql-server-data-services	3	0	0	0	0.0	0.0	0.0
onscroll	17	10	15	15	0.5882352941176471	0.8823529411764706	0.8823529411764706
line-drawing	3	1	0	1	0.3333333333333333	0.0	0.3333333333333333
recording	116	64	70	89	0.5517241379310345	0.603448275862069	0.7672413793103449
text-manipulation	35	5	1	5	0.14285714285714285	0.02857142857142857	0.14285714285714285
simplification	34	8	8	12	0.23529411764705882	0.23529411764705882	0.35294117647058826
borland-together	2	1	1	1	0.5	0.5	0.5
web-folders	5	1	2	3	0.2	0.4	0.6
sigbus	5	3	4	4	0.6	0.8	0.8
google-gears	90	45	72	79	0.5	0.8	0.8777777777777778
detailtextlabel	4	3	4	4	0.75	1.0	1.0
apache-tomcat	61	15	33	38	0.2459016393442623	0.5409836065573771	0.6229508196721312
relation	93	60	64	79	0.6451612903225806	0.6881720430107527	0.8494623655913979
white	70	54	65	69	0.7714285714285715	0.9285714285714286	0.9857142857142858
expression-encoder	40	27	27	36	0.675	0.675	0.9
dompdf	85	65	81	83	0.7647058823529411	0.9529411764705882	0.9764705882352941
initalization	14	0	0	0	0.0	0.0	0.0
maze-solving	13	3	1	4	0.23076923076923078	0.07692307692307693	0.3076923076923077
cacheprofile	3	1	3	3	0.3333333333333333	1.0	1.0
getpwuid	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
development-process	44	6	17	18	0.13636363636363635	0.38636363636363635	0.4090909090909091
generated	23	14	19	22	0.6086956521739131	0.8260869565217391	0.9565217391304348
about-uri	1	0	1	1	0.0	1.0	1.0
argument-validation	4	2	0	2	0.5	0.0	0.5
word-boundaries	3	2	1	2	0.6666666666666666	0.3333333333333333	0.6666666666666666
